timestamp,inter_arrival,hop_valid,seq_delta,channel_index,payload_length,packet_rate_2s,seq_baseline_count,label
2025-11-24 15:31:43,0.051053,1,1,39,13,11,0,1
2025-11-24 15:31:43,0.051681,0,1,39,13,12,0,1
2025-11-24 15:31:43,0.052082,0,1,37,13,13,0,1
2025-11-24 15:31:43,0.052324,0,1,38,13,14,0,1
2025-11-24 15:31:43,0.050824,0,1,39,13,15,0,1
2025-11-24 15:31:43,0.050795,0,1,38,13,16,0,1
2025-11-24 15:31:43,0.051379,1,1,38,13,17,0,1
2025-11-24 15:31:43,0.050714,0,1,37,13,18,0,1
2025-11-24 15:31:43,0.050925,0,1,39,13,19,0,1
2025-11-24 15:31:43,0.051233,1,1,38,13,20,0,1
2025-11-24 15:31:43,0.050865,0,1,37,13,21,0,1
2025-11-24 15:31:43,0.051054,0,1,38,13,22,0,1
2025-11-24 15:31:43,0.051899,1,1,37,13,23,0,1
